occasion_text,outfit,gender,season
sports unisex,brown t-shirt with black jeans with black jacket with blue sneakers with blue sunglasses,unisex,fall
fall night sports unisex,black t-shirt with gray sweatpants with beige vest with pink boots with brown backpack,unisex,winter
fall picnic female,green sweater with black shorts with green boots with green purse,female,winter
summer beach unisex,red t-shirt with green jeans with blue jacket with red sneakers,unisex,winter
daytime hiking male,yellow sweater with navy sweatpants with gray vest with yellow sneakers,male,all
summer beach unisex,red hoodie with yellow chinos with blue sneakers,unisex,winter
fall birthday party male,olive polo shirt with red shorts with yellow sneakers,male,winter
daytime movie night female,brown cocktail dress with beige jacket with gray boots with blue hat,female,summer
winter evening movie night unisex,maroon button-down with maroon sweatpants with white jacket with green sandals,unisex,winter
summer daytime presentation unisex,white hoodie with gray chinos with red vest with olive sandals with beige sunglasses,unisex,spring
winter evening birthday party unisex,maroon sweater with olive jeans with green vest with brown sandals with gray hat,unisex,summer
night presentation unisex,gray button-down with olive chinos with gray jacket with black sandals,unisex,spring
office male,black hoodie with black chinos with blue loafers,male,spring
anniversary unisex,white hoodie with brown shorts with black coat with gray sandals,unisex,spring
date night male,blue sweater with red sweatpants with brown blazer with maroon loafers,male,fall
daytime interview unisex,brown hoodie with yellow chinos with maroon boots,unisex,winter
spring daytime wedding unisex,pink t-shirt with gray sweatpants with yellow sneakers with black backpack,unisex,fall
night conference female,green crop top with blue leggings with black jacket with green boots with blue scarf,female,spring
winter night conference male,black t-shirt with gray jeans with gray boots with red hat,male,fall
night shopping male,blue polo shirt with gray dress pants with beige blazer with beige dress shoes,male,winter
summer daytime picnic female,maroon wrap dress with white cardigan with blue heels,female,fall
fall night anniversary female,black wrap dress with maroon flats,female,spring
spring movie night unisex,red button-down with white chinos with pink boots with olive hat,unisex,winter
birthday party unisex,brown hoodie with black chinos with brown sneakers with blue backpack,unisex,fall
summer daytime office unisex,olive sweater with blue chinos with black sneakers,unisex,winter
fall night gala female,pink crop top with blue leggings with maroon boots,female,summer
daytime gala unisex,maroon t-shirt with green chinos with blue jacket with navy boots,unisex,summer
fall office male,maroon sweater with green dress pants with green coat with red sneakers,male,fall
winter anniversary male,green t-shirt with white sweatpants with beige dress shoes with brown belt,male,spring
spring office female,black cocktail dress with white flats with maroon jewelry,female,spring
daytime brunch male,gray t-shirt with blue chinos with gray coat with pink sneakers,male,spring
summer holiday party unisex,brown sweater with maroon jeans with beige coat with white boots,unisex,winter
evening picnic female,blue tank top with beige leggings with gray boots,female,fall
evening interview male,pink polo shirt with green dress pants with black dress shoes,male,fall
movie night unisex,red button-down with yellow jeans with yellow jacket with white sneakers with navy sunglasses,unisex,all
fall evening picnic female,beige sweater with pink skirt with blue jacket with maroon sandals,female,all
spring anniversary male,pink t-shirt with yellow chinos with brown vest with blue sneakers,male,summer
night office unisex,olive sweater with green sweatpants with navy sneakers with red hat,unisex,all
evening movie night female,red sweater with white skirt with white jacket with blue sandals with beige hat,female,summer
fall evening date night unisex,blue t-shirt with blue chinos with pink jacket with brown sneakers with maroon backpack,unisex,winter
summer picnic male,beige t-shirt with black sweatpants with yellow vest with beige sneakers,male,all
daytime movie night unisex,maroon t-shirt with olive jeans with brown sneakers with brown hat,unisex,fall
summer night beach female,beige tank top with yellow jeans with olive coat with green boots,female,all
beach unisex,navy button-down with olive shorts with olive coat with beige sandals with black backpack,unisex,fall
summer holiday party unisex,yellow t-shirt with green sweatpants with red vest with maroon boots,unisex,fall
summer beach unisex,brown sweater with gray shorts with black coat with olive boots,unisex,summer
presentation male,blue hoodie with black shorts with green loafers,male,spring
night business meeting male,blue sweater with navy shorts with brown loafers,male,winter
fall brunch unisex,yellow sweater with red jeans with red boots,unisex,all
fall interview male,red sweater with white jeans with red boots with navy tie,male,winter
sports unisex,olive button-down with beige jeans with navy sneakers,unisex,fall
office female,olive crop top with beige dress pants with beige flats with brown jewelry,female,all
fall anniversary male,black t-shirt with pink jeans with maroon vest with navy dress shoes with gray watch,male,all
daytime conference female,blue crop top with gray jeans with green boots with gray hat,female,fall
summer gala male,navy hoodie with gray jeans with maroon boots with green tie,male,summer
presentation male,beige sweater with white dress pants with pink blazer with beige sneakers with beige hat,male,winter
evening shopping female,yellow crop top with maroon leggings with navy cardigan with blue sandals with beige hat,female,winter
summer date night male,brown hoodie with blue shorts with white coat with blue boots,male,spring
